"Date","Heure","Latitude","Longitude","Profondeur","Magnitude"
"10/22/2023","15:42:06","31.025","-8.302","24","2.0"
"10/22/2023","16:06:46","30.882","-8.319","14","1.4"
"10/22/2023","17:12:16","30.850","-8.297","10","1.8"
"10/22/2023","17:25:29","30.944","-8.234","4","2.3"
"10/22/2023","18:17:38","30.847","-8.299","8","1.8"
"10/22/2023","20:17:02","31.000","-8.250","6","1.5"
"10/22/2023","21:48:25","30.960","-8.369","6","1.7"
"10/22/2023","22:27:11","30.965","-8.293","8","1.5"
"10/23/2023","0:11:01","31.007","-8.253","9","1.8"
"10/23/2023","1:07:37","31.026","-8.131","7","1.5"
"10/23/2023","1:10:28","30.913","-8.320","10","1.5"
"10/23/2023","3:19:21","30.917","-8.140","22","1.0"
"10/23/2023","4:16:50","30.945","-8.255","1","1.6"
"10/23/2023","4:48:55","30.886","-8.315","4","1.6"
"10/23/2023","5:21:41","30.770","-8.187","37","1.0"
"10/23/2023","5:46:06","30.841","-8.325","8","1.5"
"10/23/2023","8:22:00","30.350","-7.908","54","1.6"
"10/23/2023","9:08:43","30.911","-8.341","8","1.7"
"10/23/2023","12:38:11","31.239","-8.204","30","1.5"
"10/23/2023","12:47:17","30.917","-8.425","6","1.5"
"10/23/2023","17:41:10","31.009","-8.225","11","1.4"
"10/23/2023","17:57:29","30.900","-8.269","8","1.7"
"10/23/2023","18:51:45","30.847","-8.369","3","2.5"
"10/23/2023","19:41:37","30.836","-8.316","7","1.5"
"10/23/2023","20:09:18","30.717","-8.631","3","1.3"
"10/23/2023","20:13:47","30.686","-8.640","9","1.4"
"10/23/2023","20:52:20","30.872","-8.372","10","1.3"
"10/23/2023","21:41:35","30.883","-8.306","11","1.0"
"10/24/2023","0:13:54","30.787","-8.022","16","1.4"
"10/24/2023","0:47:35","30.824","-8.295","7","1.1"
"10/24/2023","2:09:38","30.869","-8.330","13","1.4"
"10/24/2023","2:57:28","30.850","-8.559","6","1.2"
"10/24/2023","3:32:09","30.876","-8.302","8","1.4"
"10/24/2023","4:05:48","30.984","-8.204","6","1.3"
"10/24/2023","6:45:45","30.907","-8.345","7","1.4"
"10/24/2023","6:57:35","31.069","-8.333","3","1.4"
"10/24/2023","8:30:32","30.934","-8.381","5","1.4"
"10/24/2023","12:30:58","30.904","-8.322","6","1.9"
"10/24/2023","16:43:57","30.909","-8.326","4","1.2"
"10/24/2023","17:29:57","31.094","-8.240","3","2.2"
"10/24/2023","17:47:04","31.047","-8.172","5","1.1"
"10/24/2023","19:08:15","30.859","-8.302","2","2.0"
"10/24/2023","19:34:14","30.985","-8.368","9","2.6"
"10/24/2023","19:51:04","30.830","-8.327","5","1.4"
"10/24/2023","20:51:31","30.957","-8.317","5","1.1"
"10/24/2023","20:54:04","30.949","-8.330","5","1.1"
"10/24/2023","23:12:59","30.935","-8.300","1","2.3"
"10/24/2023","23:40:33","30.977","-8.475","5","1.2"
"10/24/2023","23:41:56","31.103","-8.403","5","0.8"
"10/24/2023","23:56:06","30.903","-8.359","5","0.7"
"10/25/2023","0:20:57","31.117","-8.203","5","1.2"
"10/25/2023","1:29:26","31.250","-8.396","8","1.7"
"10/25/2023","1:42:57","30.836","-8.374","5","1.7"
"10/25/2023","2:13:06","30.959","-8.391","5","2.4"
"10/25/2023","2:24:38","30.933","-8.327","4","1.0"
"10/25/2023","2:31:34","31.046","-8.247","5","0.9"
"10/25/2023","3:06:55","30.731","-8.487","5","2.0"
"10/25/2023","5:08:41","30.794","-7.949","16","1.5"
"10/25/2023","5:26:49","30.946","-8.337","5","1.1"
"10/25/2023","6:44:40","30.245","-8.002","5","1.4"
"10/25/2023","8:39:26","30.875","-8.264","8","1.3"
"10/25/2023","9:45:00","29.850","-8.301","67","1.7"
"10/25/2023","12:21:03","30.843","-8.313","5","2.0"
"10/25/2023","16:14:37","30.900","-8.318","3","2.1"
"10/25/2023","16:33:33","30.987","-8.312","12","1.4"
"10/25/2023","17:02:51","30.000","-8.409","5","1.7"
"10/25/2023","17:36:43","30.022","-8.308","9","1.4"
"10/25/2023","18:01:09","30.901","-8.283","10","1.4"
"10/25/2023","18:10:25","30.929","-8.427","3","2.2"
"10/25/2023","18:18:14","30.039","-8.385","2","1.2"
"10/25/2023","18:32:10","30.352","-8.155","33","1.1"
"10/25/2023","19:39:00","31.380","-8.509","25","1.5"
"10/25/2023","19:57:02","30.800","-8.124","3","1.3"
"10/25/2023","21:35:56","31.008","-8.385","20","1.2"
"10/25/2023","21:50:32","30.955","-8.357","12","1.2"
"10/26/2023","0:06:17","30.041","-8.108","55","2.1"
"10/26/2023","0:23:54","30.825","-8.363","10","1.2"
"10/26/2023","0:55:22","30.945","-8.326","4","1.7"
"10/26/2023","1:16:22","30.922","-8.218","5","1.8"
"10/26/2023","1:57:48","30.916","-8.292","5","1.2"
"10/26/2023","2:13:03","30.898","-8.398","4","1.3"
"10/26/2023","3:24:23","30.845","-8.296","11","1.0"
"10/26/2023","5:12:47","30.922","-8.448","9","1.4"
"10/26/2023","5:18:41","30.882","-8.301","6","1.5"
"10/26/2023","5:32:29","30.927","-8.299","7","1.2"
"10/26/2023","5:33:39","30.878","-8.293","10","1.4"
"10/26/2023","6:59:51","30.914","-8.347","2","1.2"
"10/26/2023","9:05:18","30.222","-7.992","57","1.2"
"10/26/2023","11:48:29","30.923","-8.411","5","2.3"
"10/26/2023","15:07:19","30.983","-8.257","7","2.5"
"10/26/2023","17:16:33","31.058","-8.072","6","1.2"
"10/26/2023","18:15:45","30.909","-8.439","12","1.2"
"10/26/2023","18:36:07","30.960","-8.323","8","1.1"
"10/26/2023","18:46:13","30.982","-8.165","2","1.8"
"10/26/2023","19:22:52","30.951","-8.364","9","2.8"
"10/26/2023","20:15:08","30.926","-8.201","8","4.0"
"10/26/2023","20:22:21","30.951","-8.238","6","3.3"
"10/26/2023","21:07:41","30.902","-8.335","4","1.3"
"10/26/2023","21:43:09","30.941","-8.222","7","3.1"
"10/26/2023","22:28:29","30.908","-8.457","12","2.3"
"10/26/2023","22:59:08","31.174","-8.288","6","1.0"
"10/26/2023","23:45:51","30.922","-8.329","5","1.5"
"10/27/2023","0:27:59","30.916","-8.350","5","1.3"
"10/27/2023","0:48:13","30.903","-8.295","5","1.2"
"10/27/2023","1:04:29","30.943","-8.432","5","0.8"
"10/27/2023","1:31:03","30.913","-8.447","2","0.8"
"10/27/2023","2:18:42","30.966","-8.413","5","1.1"
"10/27/2023","2:20:52","30.819","-8.326","5","1.1"
"10/27/2023","2:29:43","30.823","-8.274","8","1.5"
"10/27/2023","3:23:14","30.864","-8.387","5","2.9"
"10/27/2023","4:28:39","30.908","-8.220","16","1.2"
"10/27/2023","5:57:52","30.842","-8.344","6","1.5"
"10/27/2023","6:57:43","30.229","-7.976","54","1.2"
"10/27/2023","7:18:53","30.962","-8.279","8","1.3"
"10/27/2023","7:21:43","31.165","-8.083","14","1.2"
"10/27/2023","7:27:52","30.918","-8.246","8","1.0"
"10/27/2023","7:52:09","30.969","-8.279","9","1.3"
"10/27/2023","10:04:49","30.957","-8.069","7","1.6"
"10/27/2023","10:15:49","30.829","-8.295","2","1.2"
"10/27/2023","10:23:42","30.741","-8.236","46","1.3"
"10/27/2023","11:20:34","30.838","-8.352","3","1.3"
"10/27/2023","11:50:48","30.994","-8.322","11","1.9"
"10/27/2023","12:01:34","30.929","-8.600","6","1.4"
"10/27/2023","12:50:59","30.862","-8.393","3","1.5"
"10/27/2023","15:36:56","30.875","-8.432","5","1.5"
"10/27/2023","16:47:06","30.953","-8.268","4","1.5"
"10/27/2023","17:21:40","30.906","-8.255","6","0.9"
"10/27/2023","19:24:19","30.893","-8.416","4","1.5"
"10/27/2023","21:04:44","30.949","-8.297","10","1.3"
"10/27/2023","23:17:23","30.920","-8.350","5","1.4"
"10/28/2023","0:19:43","31.009","-8.471","7","1.3"
"10/28/2023","0:37:15","30.821","-8.324","11","1.4"
"10/28/2023","0:44:08","30.869","-8.336","8","1.5"
"10/28/2023","0:47:26","30.817","-8.308","10","0.6"
"10/28/2023","1:17:50","30.523","-7.958","44","1.4"
"10/28/2023","2:05:52","30.881","-8.315","3","1.4"
"10/28/2023","3:41:41","31.087","-8.361","8","1.4"
"10/28/2023","7:54:33","30.924","-8.164","24","1.6"
"10/28/2023","8:53:27","30.882","-8.256","14","1.4"
"10/28/2023","9:09:28","30.848","-8.154","13","1.4"
"10/28/2023","11:50:10","30.793","-8.164","31","1.2"
"10/28/2023","12:14:07","30.871","-8.327","1","1.4"
"10/28/2023","12:40:05","30.922","-8.254","5","1.3"
"10/28/2023","18:47:48","30.706","-8.820","2","1.8"
"10/28/2023","21:38:24","30.911","-8.301","16","1.4"
"10/28/2023","22:53:45","30.748","-8.283","41","1.4"
"10/28/2023","23:24:41","31.175","-8.163","25","0.8"
"10/28/2023","23:53:36","30.887","-8.356","4","1.3"
"10/29/2023","0:43:27","30.581","-6.699","3","1.3"
"10/29/2023","1:33:08","30.914","-8.298","8","4.2"
"10/29/2023","1:40:56","30.887","-8.424","5","1.1"
"10/29/2023","3:28:52","30.836","-8.251","5","1.3"
"10/29/2023","3:57:09","30.974","-8.280","2","1.2"
"10/29/2023","4:34:33","30.889","-8.798","2","1.4"
"10/29/2023","4:43:31","30.853","-8.362","2","2.1"
"10/29/2023","5:43:12","30.895","-8.407","5","1.7"
"10/29/2023","7:00:42","30.855","-8.351","8","1.6"
"10/29/2023","7:45:31","30.838","-8.488","3","2.1"
"10/29/2023","7:55:29","30.880","-8.340","5","1.8"
"10/29/2023","8:11:14","30.818","-8.332","6","0.6"
"10/29/2023","8:32:34","30.873","-8.329","3","1.4"
"10/29/2023","9:30:48","30.910","-8.311","9","1.2"
"10/29/2023","10:41:57","31.287","-8.047","16","1.3"
"10/29/2023","12:16:01","30.974","-8.256","13","2.8"
"10/29/2023","16:15:40","31.291","-7.721","25","0.8"
"10/29/2023","16:58:08","30.938","-8.225","5","0.7"
"10/29/2023","18:34:10","30.806","-8.288","5","1.4"
"10/29/2023","22:05:34","30.867","-8.319","6","1.0"
"10/30/2023","4:20:23","30.938","-8.358","12","4.5"
"10/30/2023","4:38:59","30.889","-8.351","8","1.1"
"10/30/2023","5:03:34","30.891","-8.347","11","1.1"
"10/30/2023","5:05:46","30.914","-8.319","5","1.2"
"10/30/2023","5:12:59","30.917","-8.319","11","0.7"
"10/30/2023","5:28:09","30.918","-8.376","4","1.3"
"10/30/2023","5:29:07","30.856","-8.332","5","1.3"
"10/30/2023","5:33:01","30.850","-8.385","6","1.6"
"10/30/2023","6:02:00","30.912","-8.370","7","1.4"
"10/30/2023","6:06:47","30.901","-8.357","4","1.3"
"10/30/2023","7:12:14","30.875","-8.337","8","1.0"
"10/30/2023","7:12:59","30.931","-8.376","2","1.9"
"10/30/2023","7:24:02","31.031","-8.065","14","1.1"
"10/30/2023","9:06:06","30.935","-8.424","4","1.7"
"10/30/2023","9:28:39","30.804","-8.330","9","1.3"
"10/30/2023","10:30:34","30.935","-8.402","4","1.4"
"10/30/2023","10:55:57","30.307","-8.140","19","1.7"
"10/30/2023","11:04:30","30.136","-8.338","15","1.8"
"10/30/2023","12:19:41","30.900","-8.477","20","1.0"
"10/30/2023","12:23:08","30.927","-8.367","7","1.3"
"10/30/2023","12:37:23","30.684","-8.753","3","1.4"
"10/30/2023","12:43:06","30.671","-8.767","2","1.4"
"10/30/2023","15:04:10","30.900","-8.260","8","1.3"
"10/30/2023","20:31:08","30.803","-8.378","14","1.4"
"10/30/2023","22:45:08","30.947","-8.343","10","2.2"
"10/30/2023","22:57:16","30.899","-8.310","7","1.3"
"10/30/2023","23:04:04","30.910","-8.341","4","1.5"
"10/31/2023","0:06:57","30.916","-8.366","2","1.3"
"10/31/2023","0:10:46","30.883","-8.376","3","1.5"
"10/31/2023","1:12:41","30.842","-8.234","7","1.3"
"10/31/2023","3:17:57","30.824","-8.328","2","2.0"
"10/31/2023","3:27:48","30.877","-8.305","2","1.8"
"10/31/2023","7:43:03","30.905","-8.288","4","1.4"
"10/31/2023","9:29:52","30.887","-8.419","4","1.4"
"10/31/2023","10:29:01","30.944","-8.311","7","1.2"
"10/31/2023","17:17:47","30.963","-8.340","10","1.5"
"10/31/2023","17:47:37","30.954","-8.344","19","1.5"
"10/31/2023","22:08:26","30.781","-8.392","21","1.4"
"11/1/2023","1:56:56","30.553","-7.641","68","1.6"
"11/1/2023","3:03:01","31.087","-8.254","2","1.4"
"11/1/2023","3:26:05","30.893","-8.357","2","1.4"
"11/1/2023","5:23:45","30.918","-8.163","6","1.4"
"11/1/2023","6:11:59","30.921","-8.189","10","1.6"
"11/1/2023","10:15:54","31.180","-8.209","14","1.5"
"11/1/2023","10:23:40","30.947","-8.393","8","1.4"
"11/1/2023","12:28:11","30.930","-8.535","7","1.3"
"11/1/2023","12:36:19","30.980","-8.397","2","2.1"
"11/1/2023","13:00:52","30.917","-8.367","6","1.4"
"11/1/2023","13:32:51","30.948","-8.417","6","1.4"
"11/1/2023","15:51:04","30.878","-8.410","3","2.4"
"11/1/2023","18:04:27","30.187","-7.914","31","1.3"
"11/1/2023","19:03:48","30.903","-8.299","8","1.3"
"11/1/2023","19:08:46","30.848","-8.327","7","1.9"
"11/1/2023","19:46:58","31.054","-8.381","6","2.5"
"11/1/2023","22:16:07","30.875","-8.339","4","1.2"
"11/1/2023","23:19:46","30.864","-8.413","2","1.5"
"11/2/2023","0:14:53","30.975","-8.311","6","2.2"
"11/2/2023","2:16:01","30.937","-8.553","4","1.3"
"11/2/2023","2:40:31","30.886","-8.285","5","1.4"
"11/2/2023","3:31:04","30.832","-8.314","6","1.3"
"11/2/2023","8:50:10","30.843","-8.376","4","1.3"
"11/2/2023","9:57:10","30.950","-8.408","10","3.0"
"11/2/2023","10:42:05","30.954","-8.232","2","2.7"
"11/2/2023","11:16:22","30.874","-8.368","5","1.6"
"11/2/2023","12:02:48","30.896","-8.295","6","1.4"
"11/2/2023","13:37:12","30.864","-8.359","4","1.6"
"11/2/2023","14:48:39","30.366","-8.228","6","1.4"
"11/2/2023","17:14:48","30.366","-8.172","5","1.3"
"11/2/2023","19:15:18","30.954","-8.388","6","1.9"
"11/2/2023","19:29:58","30.299","-8.303","10","1.4"
"11/2/2023","19:32:22","30.405","-8.206","5","1.2"
"11/2/2023","19:38:29","30.222","-7.985","32","1.8"
"11/2/2023","22:06:35","30.868","-8.354","5","1.5"
"11/2/2023","23:35:16","30.805","-8.349","16","1.4"
"11/3/2023","2:44:51","30.856","-8.359","5","1.5"
"11/3/2023","2:47:09","31.062","-8.240","6","1.8"
"11/3/2023","4:31:49","30.829","-8.277","24","1.7"
"11/3/2023","5:33:45","30.739","-8.329","10","1.6"
"11/3/2023","6:12:43","30.824","-8.388","7","1.6"
"11/3/2023","6:30:28","30.956","-8.325","5","2.6"
"11/3/2023","10:12:12","30.851","-8.390","5","1.6"
"11/3/2023","10:26:41","30.878","-8.339","5","1.6"
"11/3/2023","14:43:48","30.897","-8.365","5","1.6"
"11/3/2023","15:07:52","30.756","-8.446","16","1.0"
"11/3/2023","15:14:57","30.792","-8.232","14","1.6"
"11/3/2023","16:54:03","30.718","-8.942","13","1.7"
"11/3/2023","17:16:59","30.820","-8.376","8","1.6"
"11/3/2023","17:47:15","30.895","-8.330","7","1.9"
"11/3/2023","19:11:06","30.838","-8.159","10","1.8"
"11/3/2023","21:17:46","30.363","-7.920","2","1.8"
"11/3/2023","21:19:35","30.906","-8.261","4","1.6"
"11/3/2023","22:06:29","30.848","-8.285","5","1.7"
"11/4/2023","0:28:28","31.438","-7.621","6","2.0"
"11/4/2023","0:36:08","30.899","-8.153","4","1.7"
"11/4/2023","4:59:02","30.886","-8.261","8","1.8"
"11/4/2023","5:03:53","30.967","-8.351","9","1.8"
"11/4/2023","5:26:14","30.910","-8.354","8","1.5"
"11/4/2023","5:43:51","30.959","-8.323","8","1.1"
"11/4/2023","10:37:55","30.802","-8.292","4","2.1"
"11/4/2023","11:56:09","30.869","-8.268","7","2.0"
"11/4/2023","14:11:50","31.002","-8.295","5","2.5"
"11/4/2023","16:47:14","30.904","-8.352","8","2.3"
"11/4/2023","20:57:47","30.893","-8.268","5","2.0"
"11/5/2023","1:03:10","31.012","-8.232","4","1.6"
"11/5/2023","1:36:01","30.575","-7.936","10","2.1"
"11/5/2023","1:56:35","30.818","-7.987","27","1.8"
"11/5/2023","4:34:30","30.851","-8.290","8","1.6"
"11/5/2023","5:34:34","31.026","-8.232","6","1.7"
"11/5/2023","7:59:24","30.897","-8.330","2","1.7"
"11/5/2023","8:02:05","30.927","-8.416","2","1.4"
"11/5/2023","8:36:44","30.510","-8.432","64","2.4"
"11/5/2023","9:08:15","30.957","-8.060","7","1.6"
"11/5/2023","9:22:55","30.885","-8.267","7","2.0"
"11/5/2023","12:57:41","30.929","-8.470","8","1.5"
"11/5/2023","13:32:59","30.820","-8.375","14","1.5"
"11/5/2023","14:16:01","30.951","-8.282","10","1.8"
"11/5/2023","14:46:29","30.888","-7.836","0","1.7"
"11/5/2023","17:14:48","30.837","-8.349","8","1.7"
"11/5/2023","19:15:56","30.848","-8.848","10","2.4"
"11/5/2023","22:23:01","30.749","-8.288","7","2.2"
"11/6/2023","0:12:43","30.941","-8.221","10","2.1"
"11/6/2023","1:54:49","31.083","-8.195","6","2.0"
"11/6/2023","3:31:22","30.810","-8.351","4","2.4"
"11/6/2023","4:05:36","30.888","-8.344","7","1.7"
"11/6/2023","11:52:02","30.813","-8.290","3","1.6"
"11/6/2023","12:16:34","30.716","-8.178","14","1.3"
"11/6/2023","13:03:01","30.932","-8.311","6","2.4"
"11/6/2023","13:23:40","31.192","-7.788","2","1.4"
"11/6/2023","14:45:17","30.833","-8.254","16","1.5"
"11/6/2023","15:28:06","30.772","-8.316","17","1.6"
"11/6/2023","17:27:40","30.258","-8.258","4","1.6"
"11/6/2023","17:47:55","30.859","-8.274","7","1.4"
"11/6/2023","19:40:52","30.184","-8.207","16","1.7"
"11/6/2023","19:55:16","30.814","-8.304","5","1.7"
"11/6/2023","21:28:28","30.929","-8.277","6","1.8"
"11/6/2023","21:54:24","30.855","-8.858","15","1.1"
"11/6/2023","22:27:24","30.873","-8.334","8","1.7"
"11/6/2023","23:23:48","30.883","-8.328","5","2.6"
"11/6/2023","23:34:25","30.961","-8.234","11","1.3"
"11/6/2023","23:45:52","31.478","-8.127","9","1.7"
"11/6/2023","23:59:48","30.837","-8.359","5","1.4"
"11/7/2023","4:00:45","30.117","-8.152","62","1.4"
"11/7/2023","7:03:59","30.800","-8.308","8","1.8"
"11/7/2023","7:26:33","30.810","-8.283","8","1.5"
"11/7/2023","18:53:09","30.763","-8.283","5","1.6"
"11/7/2023","20:32:43","30.904","-8.323","13","1.6"
"11/7/2023","21:36:01","30.081","-8.063","72","1.2"
"11/8/2023","4:44:20","30.886","-8.370","4","1.5"
"11/8/2023","10:31:30","30.773","-8.402","5","1.9"
"11/8/2023","14:07:10","30.867","-8.349","6","1.7"
"11/8/2023","17:05:50","30.889","-8.293","8","1.4"
"11/8/2023","19:48:25","30.985","-8.190","8","1.5"
"11/8/2023","20:30:15","30.920","-8.362","7","2.3"
"11/8/2023","20:40:35","29.991","-8.406","30","1.6"
"11/8/2023","21:30:02","30.870","-8.411","8","1.7"
"11/8/2023","21:48:31","30.723","-8.372","6","1.5"
"11/8/2023","22:15:07","30.219","-8.421","12","1.1"
"11/8/2023","22:29:09","30.853","-8.248","11","1.4"
"11/8/2023","22:49:55","30.431","-8.406","31","1.4"
"11/8/2023","23:51:41","30.841","-8.304","11","1.7"
"11/9/2023","0:34:41","30.837","-8.274","10","1.5"
"11/9/2023","0:54:59","31.305","-8.042","6","2.0"
"11/9/2023","2:17:30","31.041","-8.119","2","2.0"
"11/9/2023","2:37:12","30.842","-8.344","11","1.8"
"11/9/2023","2:57:02","30.635","-8.236","40","1.5"
"11/9/2023","2:59:53","30.437","-8.224","38","1.0"
"11/9/2023","3:26:10","30.270","-8.220","5","1.5"
"11/9/2023","7:02:16","30.660","-7.931","25","1.7"
"11/9/2023","9:11:18","30.872","-8.295","5","1.4"
"11/9/2023","17:22:18","30.671","-8.054","20","1.6"
"11/9/2023","17:52:00","30.043","-8.220","3","1.7"
"11/9/2023","18:07:38","30.173","-8.288","2","1.7"
"11/9/2023","18:22:44","30.854","-8.412","5","1.6"
"11/9/2023","18:40:26","31.148","-7.835","23","1.6"
"11/9/2023","19:21:18","30.241","-7.944","59","1.7"
"11/9/2023","19:34:13","30.770","-8.103","10","1.1"
"11/9/2023","21:31:16","30.877","-8.277","7","1.5"
"11/9/2023","22:27:29","30.039","-8.156","57","1.5"
"11/9/2023","23:55:36","30.168","-8.210","62","1.5"
"11/10/2023","0:18:06","30.986","-8.418","2","1.6"
"11/10/2023","0:30:06","30.723","-8.480","14","1.4"
"11/10/2023","1:32:21","30.841","-8.291","4","1.7"
"11/10/2023","1:47:11","30.763","-8.461","9","1.4"
"11/10/2023","2:10:04","30.947","-8.457","2","1.4"
"11/10/2023","2:16:20","30.849","-8.275","6","1.5"
"11/10/2023","4:33:56","30.757","-8.543","4","1.4"
"11/10/2023","4:45:39","30.845","-8.557","2","1.5"
"11/10/2023","5:05:30","31.200","-8.436","3","1.8"
"11/10/2023","6:13:16","30.894","-8.319","8","3.3"
"11/10/2023","7:04:13","30.937","-8.295","4","1.7"
"11/10/2023","13:47:30","30.876","-8.341","1","2.2"
"11/10/2023","22:56:12","30.889","-8.316","3","1.6"
"11/10/2023","23:13:09","30.788","-8.446","4","1.7"
"11/11/2023","2:41:24","30.123","-8.335","26","1.2"
"11/11/2023","5:05:18","30.779","-8.222","4","1.4"
"11/11/2023","8:33:30","30.869","-8.256","5","1.8"
"11/11/2023","9:12:55","30.888","-8.263","6","1.4"
"11/11/2023","9:42:59","30.862","-8.328","8","1.6"
"11/11/2023","14:11:28","30.172","-7.975","30","1.5"
"11/11/2023","14:23:40","30.871","-8.228","8","1.5"
"11/11/2023","16:00:35","30.900","-8.436","3","2.6"
"11/11/2023","17:57:31","30.391","-8.174","7","1.7"
"11/11/2023","20:50:02","30.941","-8.325","2","2.5"
"11/11/2023","21:22:13","30.978","-8.377","3","1.7"
"11/11/2023","22:54:49","30.941","-8.294","8","1.7"
"11/11/2023","23:42:38","30.818","-8.345","7","1.2"
"11/12/2023","0:05:14","30.823","-8.286","6","1.6"
"11/12/2023","0:30:40","30.882","-8.321","8","1.4"
"11/12/2023","1:46:30","30.015","-8.472","18","1.0"
"11/12/2023","3:05:32","30.847","-8.353","5","1.5"
"11/12/2023","5:17:57","31.278","-8.293","8","2.0"
"11/12/2023","10:08:49","30.955","-8.278","11","1.8"
"11/12/2023","12:19:30","30.692","-8.448","20","1.3"
"11/12/2023","12:20:30","30.565","-8.575","13","1.2"
"11/12/2023","13:23:05","30.288","-8.361","4","1.4"
"11/12/2023","13:28:32","30.817","-8.347","8","1.8"
"11/12/2023","15:18:25","30.978","-8.135","3","1.3"
"11/12/2023","16:43:36","31.393","-8.079","7","1.8"
"11/12/2023","16:45:40","30.870","-8.334","4","2.1"
"11/12/2023","20:16:07","30.921","-8.273","9","1.3"
"11/12/2023","22:18:06","30.860","-8.251","9","1.4"
"11/12/2023","23:24:15","30.918","-8.286","13","1.7"
"11/13/2023","2:59:04","30.863","-8.350","4","1.5"
"11/13/2023","3:07:41","30.900","-8.217","9","1.5"
"11/13/2023","3:58:04","30.890","-8.370","6","1.1"
"11/13/2023","5:35:35","30.820","-8.323","10","1.5"
"11/13/2023","7:50:03","30.856","-8.378","6","1.4"
"11/13/2023","17:49:55","31.041","-8.481","17","1.5"
"11/13/2023","19:45:33","31.003","-8.357","8","4.3"
"11/13/2023","21:11:18","31.029","-8.249","5","1.6"
"11/14/2023","1:14:23","30.888","-8.283","5","1.1"
"11/14/2023","1:25:45","30.878","-8.354","1","1.5"
"11/14/2023","2:42:10","30.826","-8.391","5","2.5"
"11/14/2023","4:13:33","30.750","-8.308","15","2.0"
"11/14/2023","5:10:04","30.771","-8.400","17","1.3"
"11/14/2023","16:08:33","30.891","-8.252","9","1.4"
"11/14/2023","17:53:08","31.025","-8.242","12","1.4"
"11/14/2023","18:37:05","30.060","-8.136","20","1.5"
"11/14/2023","18:52:38","30.792","-8.302","5","1.7"
"11/14/2023","19:21:14","30.852","-8.362","6","1.3"
"11/14/2023","20:26:02","30.762","-8.335","6","1.6"
"11/14/2023","21:14:24","30.906","-8.295","10","1.4"
"11/14/2023","21:32:13","30.869","-8.310","4","1.2"
"11/14/2023","23:20:17","30.934","-8.208","7","1.3"
"11/14/2023","23:54:04","30.861","-8.364","6","1.4"
"11/15/2023","0:01:40","31.025","-8.089","7","1.5"
"11/15/2023","0:17:08","30.835","-8.388","5","1.3"
"11/15/2023","2:16:41","30.894","-8.483","3","1.4"
"11/15/2023","7:19:03","30.768","-8.171","11","1.4"
"11/15/2023","14:51:41","30.888","-8.240","7","1.4"
"11/15/2023","19:03:53","30.894","-8.263","2","2.1"
"11/15/2023","19:12:01","30.931","-8.209","8","1.4"
"11/15/2023","19:52:03","30.852","-8.406","8","1.4"
"11/15/2023","20:17:24","30.909","-8.387","5","1.3"
"11/16/2023","1:51:44","30.924","-8.423","7","1.7"
"11/16/2023","4:18:52","30.787","-8.390","2","1.4"
"11/16/2023","6:08:33","30.868","-8.318","5","1.7"
"11/16/2023","9:46:23","30.824","-8.281","2","1.3"
"11/16/2023","11:45:54","30.864","-8.333","7","2.7"
"11/16/2023","15:41:54","31.021","-7.854","9","1.7"
"11/16/2023","18:39:24","30.850","-8.350","6","3.8"
"11/16/2023","18:29:27","30.811","-8.344","6","1.3"
"11/16/2023","19:16:39","31.031","-8.003","3","1.6"
"11/16/2023","19:24:17","30.902","-8.193","4","1.6"
"11/16/2023","19:49:39","30.761","-8.502","4","1.4"
"11/16/2023","22:38:52","30.944","-8.327","9","3.4"
"11/16/2023","22:58:23","30.873","-8.313","5","1.4"
"11/17/2023","0:13:25","30.941","-8.350","5","1.7"
"11/17/2023","0:38:58","30.759","-8.460","5","1.8"
"11/17/2023","1:46:36","30.847","-8.377","5","1.2"
"11/17/2023","2:27:17","30.827","-8.385","5","1.2"
"11/17/2023","2:35:15","30.691","-8.498","5","1.3"
"11/17/2023","3:10:36","30.887","-8.225","2","1.8"
"11/17/2023","3:49:43","30.510","-8.597","24","1.1"
"11/17/2023","3:53:44","30.991","-8.143","2","1.5"
"11/17/2023","4:08:51","30.596","-8.658","25","1.2"
"11/17/2023","5:25:35","30.695","-8.561","2","1.4"
"11/17/2023","7:32:10","30.857","-8.226","17","2.0"
"11/17/2023","8:02:07","30.910","-8.288","8","1.4"
"11/17/2023","8:22:18","30.818","-8.294","9","1.3"
"11/17/2023","8:28:36","30.912","-8.188","5","1.5"
"11/17/2023","9:02:38","30.798","-8.350","5","1.3"
"11/17/2023","12:03:08","30.838","-8.251","8","1.1"
"11/17/2023","13:21:53","30.890","-8.303","12","2.4"
"11/17/2023","14:24:24","30.651","-8.545","4","1.4"
"11/17/2023","19:36:01","30.781","-8.317","2","1.4"
"11/17/2023","19:49:34","30.832","-8.364","5","1.2"
"11/17/2023","19:57:13","30.794","-8.351","2","1.2"
"11/17/2023","21:57:15","30.717","-8.491","2","1.1"
"11/17/2023","22:44:55","30.900","-8.331","2","1.1"
"11/18/2023","4:20:40","30.891","-8.314","6","1.8"
"11/18/2023","6:22:55","30.710","-8.523","8","1.1"
"11/18/2023","6:49:58","30.093","-8.190","6","1.1"
"11/18/2023","7:26:41","31.043","-8.308","2","1.7"
"11/18/2023","7:49:18","30.780","-8.316","5","2.3"
"11/18/2023","9:16:15","30.870","-8.453","12","1.9"
"11/18/2023","9:55:16","30.932","-8.211","5","1.3"
